filename,emr_dissim,mse_rgb,max_p99,mse_red,mse_hsv_V,mse_hsv_H,Presence
B22-102\03685_Aug4.png,0.16110045,223.94563,4900.0,112.85701,0.004275748,0.0086894855,1
B22-102\03685_Aug5.png,0.3255338,389.47766,6400.0,238.24295,0.0065232376,0.016673429,1
B22-102\03685_Aug6.png,0.1417368,201.32393,4624.0,111.31293,0.003629055,0.007839455,1
B22-102\03685_Aug7.png,0.3978384,441.01083,6724.0,316.06537,0.0069214175,0.018255144,1
B22-102\03685_Aug8.png,0.12922293,179.87627,4356.0,86.21414,0.0033412916,0.0075688064,1
B22-102\03798.png,0.5111469,223.06456,2209.0,327.04846,0.002111252,0.0009693326,-1
B22-102\03838.png,0.24579865,84.178246,1089.0,125.552444,0.00073612994,0.00047373844,-1
B22-103\02201.png,0.18107706,113.00228,1600.0,178.12303,0.0008678654,0.00045422727,1
B22-103\02201_Aug1.png,0.18428403,134.19507,1936.0,212.3069,0.0010266926,0.00041831192,1
B22-103\02201_Aug2.png,0.16919929,113.411194,1681.0,172.16512,0.00093272363,0.00051258795,1
B22-103\02201_Aug3.png,0.17568463,99.644104,1369.0,161.47588,0.0007306121,0.00029322802,1
B22-103\02201_Aug4.png,0.1641745,100.71882,1521.0,150.06993,0.00085951574,0.00049458235,1
B22-103\02201_Aug5.png,0.19363064,100.001564,1369.0,159.85805,0.00075585494,0.0002880893,1
B22-103\02201_Aug6.png,0.16221017,98.97361,1444.0,145.57632,0.00086979434,0.0004767803,1
B22-103\02201_Aug7.png,0.18539184,106.57169,1296.0,169.87749,0.0008092191,0.00031733816,1
B22-103\02201_Aug8.png,0.1665799,101.23014,1444.0,148.68748,0.00090171676,0.0005013381,1
B22-103\02245.png,0.25959975,184.86479,2704.0,206.70995,0.0020361817,0.005264337,1
B22-103\02245_Aug1.png,0.24900317,177.97444,2601.0,189.66386,0.002027719,0.005243167,1
B22-103\02245_Aug2.png,0.2638715,195.39758,2809.0,212.95265,0.0022086017,0.005254732,1
B22-103\02245_Aug3.png,0.25836158,190.49174,2916.0,194.71431,0.0022100466,0.0052700234,1
B22-103\02245_Aug4.png,0.26501846,199.23865,3025.0,223.9,0.002155118,0.005387109,1
B22-103\02245_Aug5.png,0.23931056,171.24536,2704.0,178.15472,0.001950403,0.005507562,1
B22-103\02245_Aug6.png,0.265773,173.15887,2601.0,184.43925,0.0019645796,0.005610249,1
B22-103\02245_Aug7.png,0.22276431,163.32753,2601.0,149.70226,0.0020261912,0.005850306,1
B22-103\02245_Aug8.png,0.2434308,165.87593,2401.0,183.83035,0.0018233533,0.005540817,1
B22-103\02790.png,0.23367906,91.400215,900.0,137.09254,0.0008517383,0.0003567104,-1
B22-104\00398.png,0.10269874,51.701183,841.0,86.40549,0.0003127921,0.00015805749,-1
B22-104\00438.png,0.15804696,74.48936,1225.0,124.14714,0.0005240697,0.00026117696,-1
B22-104\00553.png,0.3752846,205.46985,2209.0,348.76917,0.0012867148,0.00044158314,-1
B22-104\00555.png,0.32158834,110.72074,961.0,180.86157,0.0008343425,0.00031589004,-1
B22-104\00557.png,0.27670527,131.23085,1681.0,223.36671,0.0008671767,0.00032670924,-1
B22-114\00012.png,0.1935485,98.60836,1296.0,129.59148,0.0010871642,0.0013980852,-1
B22-114\00054.png,0.4525537,228.55193,2304.0,281.36853,0.00250082,0.004417545,1
B22-114\00054_Aug1.png,0.4913453,260.55386,2601.0,320.12585,0.0028167975,0.00511846,1
B22-114\00054_Aug2.png,0.4343726,211.85425,2116.0,261.21545,0.002301294,0.004519884,1
B22-114\00054_Aug3.png,0.50660634,264.22372,2401.0,320.0396,0.0028906383,0.0056841527,1
B22-114\00054_Aug4.png,0.4018739,182.27571,2025.0,236.6073,0.0018752652,0.004301569,1
B22-114\00054_Aug5.png,0.5084683,254.26518,2401.0,308.873,0.002805984,0.0061155655,1
B22-114\00054_Aug6.png,0.36774206,165.40654,1764.0,215.90724,0.001758949,0.0035058798,1
B22-114\00054_Aug7.png,0.51098955,261.61063,2704.0,304.78275,0.0030430062,0.005913386,1
B22-114\00054_Aug8.png,0.3364653,155.19212,1764.0,209.38351,0.001568564,0.0032733462,1
B22-114\00080.png,0.50182784,437.2377,10201.0,332.14066,0.004342571,0.02696438,1
B22-114\00080_Aug1.png,0.51368093,466.6714,10609.0,362.35233,0.004536013,0.03359044,1
B22-114\00080_Aug2.png,0.48103195,349.94833,7744.0,289.29263,0.0034783434,0.024225574,1
B22-114\00080_Aug3.png,0.5283114,517.1162,11664.0,378.61548,0.0049897106,0.037304442,1
B22-114\00080_Aug4.png,0.46480948,340.4949,7225.0,296.43207,0.003378199,0.018088348,1
B22-114\00080_Aug5.png,0.5353347,538.66376,11664.0,370.73572,0.005221358,0.041956466,1
B22-114\00080_Aug6.png,0.43164217,295.76035,5929.0,267.2077,0.0030167173,0.014506785,1
B22-114\00080_Aug7.png,0.55544555,618.6214,12544.0,420.6383,0.0060231523,0.049358763,1
B22-114\00080_Aug8.png,0.39989954,273.37637,5184.0,250.13953,0.0027389284,0.0164524,1
B22-114\00112.png,0.3206851,467.95218,11881.0,343.30402,0.005193192,0.0324279,1
B22-114\00112_Aug1.png,0.38272643,536.24774,13225.0,393.00244,0.006360391,0.023775518,1
B22-114\00112_Aug2.png,0.34232193,489.57785,12100.0,353.69293,0.005672601,0.030221704,1
B22-114\00112_Aug3.png,0.43921328,574.9439,12321.0,457.8786,0.006977777,0.0400607,1
B22-114\00112_Aug4.png,0.36833686,522.18085,12769.0,383.12357,0.0063888747,0.031433064,1
B22-114\00112_Aug5.png,0.48646843,641.7227,13225.0,505.92908,0.0077245077,0.03407465,1
B22-114\00112_Aug6.png,0.36966854,492.36417,11881.0,353.31653,0.006211305,0.020716008,1
B22-114\00112_Aug7.png,0.53002393,632.75006,12100.0,510.4284,0.0075969426,0.03375441,1
B22-114\00112_Aug8.png,0.38337904,515.1529,12321.0,390.23114,0.006375955,0.02366881,1
B22-114\00158.png,0.6482787,371.82852,2916.0,505.2253,0.0039593824,0.005739883,-1
B22-114\00238.png,0.748021,728.10034,10816.0,760.15686,0.008393458,0.020656705,1
B22-114\00238_Aug1.png,0.7656057,814.2796,11449.0,842.349,0.009579596,0.02191521,1
B22-114\00238_Aug2.png,0.75753593,774.7161,10816.0,834.2838,0.008778221,0.0201475,1
B22-114\00238_Aug3.png,0.769065,834.1872,11236.0,878.9027,0.009642353,0.02737661,1
B22-114\00238_Aug4.png,0.7533522,709.323,8836.0,814.81555,0.0078040804,0.018080542,1
B22-114\00238_Aug5.png,0.7657826,793.9145,10404.0,850.00024,0.009205239,0.022975788,1
B22-114\00238_Aug6.png,0.76490986,708.3911,7396.0,849.62305,0.007890894,0.01848125,1
B22-114\00238_Aug7.png,0.76457274,801.2702,10201.0,856.1086,0.009444877,0.02376146,1
B22-114\00238_Aug8.png,0.7822481,739.0516,7225.0,925.7786,0.007803781,0.016601218,1
B22-115\00122.png,0.2506883,176.78389,2704.0,240.9326,0.001889477,0.0040325713,-1
B22-115\00234.png,0.6153369,328.34317,2916.0,413.1164,0.003664087,0.0036942875,-1
B22-116\00217.png,0.20158798,107.48355,1296.0,175.22006,0.0008166322,0.0010529713,-1
B22-116\00252.png,0.25643128,111.9605,1444.0,167.61433,0.0008115359,0.003164358,1
B22-116\00252_Aug1.png,0.25106698,106.5342,1444.0,155.2039,0.00080697343,0.0029318875,1
B22-116\00252_Aug2.png,0.24360919,90.28689,1024.0,125.87445,0.0007223577,0.003150443,1
B22-116\00252_Aug3.png,0.2514016,105.5297,1369.0,155.69696,0.0008022495,0.0028215165,1
B22-116\00252_Aug4.png,0.2415263,89.197105,1024.0,121.68408,0.0007356456,0.0030817841,1
B22-116\00252_Aug5.png,0.2563389,119.45422,1681.0,180.39418,0.0008397416,0.0030920706,1
B22-116\00252_Aug6.png,0.24120355,82.41075,961.0,112.40726,0.0006891207,0.0031704977,1
B22-116\00252_Aug7.png,0.24998552,106.63453,1444.0,160.73737,0.00078185275,0.0024635678,1
B22-116\00252_Aug8.png,0.24559933,89.885216,961.0,120.57437,0.0007563515,0.0034283053,1
B22-116\00256.png,0.28283972,121.223854,1521.0,169.11993,0.0010334335,0.0033255157,1
B22-116\00256_Aug1.png,0.28130335,109.13798,1156.0,160.72485,0.0009252734,0.0022788295,1
B22-116\00256_Aug2.png,0.29418325,138.11412,1849.0,198.69669,0.0011039064,0.0034249434,1
B22-116\00256_Aug3.png,0.28352135,116.391685,1444.0,176.60191,0.00092969893,0.0021086424,1
B22-116\00256_Aug4.png,0.3061517,140.60095,1764.0,196.5005,0.001198371,0.0034340946,1
B22-116\00256_Aug5.png,0.2852524,111.727936,1296.0,167.16495,0.0009235423,0.0020401098,1
B22-116\00256_Aug6.png,0.31137538,142.5779,1764.0,209.87833,0.0011262116,0.0033484078,1
B22-116\00256_Aug7.png,0.29249924,112.63807,1296.0,170.92888,0.0008969443,0.0021638798,1
B22-116\00256_Aug8.png,0.33208483,148.00374,1764.0,214.80746,0.001176144,0.003423109,1
B22-116\00437.png,0.35580236,193.97191,2025.0,286.1823,0.001321573,0.0037580894,1
B22-116\00437_Aug1.png,0.3514868,173.99059,1849.0,289.62103,0.001072745,0.0018373837,1
B22-116\00437_Aug2.png,0.3369261,186.92635,2116.0,270.46594,0.0012836804,0.0042800154,1
B22-116\00437_Aug4.png,0.35196346,193.13261,2209.0,266.26602,0.0013917936,0.004612306,1
B22-116\00437_Aug6.png,0.34328127,206.23167,2500.0,268.01733,0.0015257185,0.0052698366,1
B22-116\00437_Aug8.png,0.34082294,196.92651,2500.0,261.45175,0.0014485329,0.0052252905,1
B22-116\00493.png,0.40003866,162.3038,1521.0,264.8158,0.0011849168,0.0014415451,-1
B22-117\00952.png,0.24438763,83.73429,961.0,112.62323,0.00086854596,0.003314857,-1
B22-117\01180.png,0.24262863,86.605995,900.0,126.51312,0.00079393946,0.0020256282,-1
B22-117\01202.png,0.16854995,49.221344,529.0,66.71649,0.00051716884,0.0011238551,-1
B22-118\00106.png,0.027691066,10.445989,100.0,14.1167755,9.166255e-05,0.0022923467,-1
B22-118\00134.png,0.042109787,16.486643,121.0,18.919724,0.0001891083,0.0019067596,-1
B22-118\00232.png,0.020662129,12.658788,64.0,15.654343,0.00013985777,0.0013811802,-1
B22-118\00254.png,0.16842055,58.98135,784.0,79.258224,0.0005853107,0.0021108408,-1
B22-118\00313.png,0.17802852,65.88456,784.0,101.637634,0.00052191224,0.0021131062,-1
B22-118\00323.png,0.12499553,49.2411,676.0,74.8439,0.00041205462,0.001469723,-1
B22-118\00405.png,0.1345194,44.851986,576.0,65.817505,0.00037052442,0.0019746916,-1
B22-118\00587.png,0.32208413,128.19868,1681.0,192.05801,0.0011053695,0.00238914,-1
B22-118\00613.png,0.35504377,113.554504,1444.0,167.84996,0.0009556938,0.003940192,-1
B22-118\00631.png,0.13914472,50.64853,576.0,79.76497,0.0003703841,0.0015837954,-1
B22-118\00650.png,0.3420058,140.30772,1521.0,211.46732,0.0012287002,0.0024594273,-1
B22-118\00724.png,0.54559577,232.58891,2116.0,328.19366,0.0023977538,0.0048964364,-1
B22-118\00791.png,0.3993218,213.29973,2601.0,344.12823,0.0016693773,0.0047643012,-1
B22-118\00890.png,0.36236328,132.40154,1369.0,191.19095,0.001251596,0.0038800968,-1
B22-118\03550.png,0.37376982,134.32469,1369.0,204.04712,0.0011315795,0.003554929,-1
B22-119\00975.png,0.5065274,224.98155,1936.0,322.80646,0.0022170932,0.0040056477,-1
B22-119\01137.png,0.20397991,73.89072,841.0,108.606155,0.0006704246,0.0024535642,-1
B22-122\00366.png,0.25665456,123.51809,1516.1875,204.32924,0.0007164471,0.0008688808,-1
B22-122\00368.png,0.25240904,106.50433,1089.0,175.25656,0.00064147776,0.00085419574,-1
B22-123\00047.png,0.24704283,172.05736,3025.0,263.30078,0.0013547484,0.002981507,-1
B22-123\00308.png,0.16700411,76.75579,1024.0,121.8497,0.00052829407,0.0015569574,-1
B22-123\00687.png,0.36270696,237.82208,4225.0,219.10156,0.0022113668,0.020131242,1
B22-123\00687_Aug1.png,0.37131292,260.35925,4624.0,245.62354,0.0022734473,0.02264798,1
B22-123\00687_Aug2.png,0.36998922,267.47977,4624.0,265.89868,0.0024161614,0.018374506,1
B22-123\00687_Aug3.png,0.39089763,294.71616,5625.0,271.0094,0.0025768867,0.024683902,1
B22-123\00687_Aug4.png,0.3758455,288.2326,5184.0,282.6748,0.0027170107,0.018630117,1
B22-123\00687_Aug5.png,0.39850003,343.92676,6724.0,311.63873,0.0029991185,0.02795016,1
B22-123\00687_Aug6.png,0.3705004,282.1505,5329.0,276.61615,0.0026402543,0.0178155,1
B22-123\00687_Aug7.png,0.40060633,352.6288,7056.0,310.2315,0.0031993894,0.029268723,1
B22-123\00687_Aug8.png,0.36071795,258.98444,4900.0,260.51398,0.0024445443,0.014988331,1
B22-123\00696.png,0.37610608,461.06412,8836.0,335.509,0.004377272,0.043942112,1
B22-123\00696_Aug1.png,0.414752,524.3947,9216.0,386.83066,0.0048179673,0.10376883,1
B22-123\00696_Aug2.png,0.40585744,534.9635,9801.0,380.78137,0.005049417,0.059964523,1
B22-123\00696_Aug3.png,0.43313795,553.2712,9216.0,397.35522,0.0051441803,0.09809227,1
B22-123\00696_Aug4.png,0.4186024,547.93207,9409.0,383.81284,0.0052707847,0.053462185,1
B22-123\00696_Aug5.png,0.44988632,627.366,10000.0,454.27472,0.005881973,0.09453752,1
B22-123\00696_Aug6.png,0.46373373,613.2488,9801.0,424.3359,0.005879609,0.066245146,1
B22-123\00696_Aug7.png,0.47154975,647.44086,9604.0,506.82285,0.0059724175,0.10962799,1
B22-123\00696_Aug8.png,0.48474813,658.7277,10000.0,471.1925,0.006185619,0.11812913,1
B22-123\00839.png,0.09973431,52.95833,1024.0,88.98274,0.00032571465,0.0013681366,-1
B22-123\00993.png,0.15664989,75.33499,1089.0,116.65993,0.0005916555,0.001501519,-1
B22-123\00994.png,0.16531444,70.12153,961.0,101.661575,0.00062812184,0.0018126778,-1
B22-123\01063.png,0.2610032,201.16107,3025.0,272.6822,0.0016307513,0.0042785667,1
B22-123\01063_Aug1.png,0.24284667,188.87279,2916.0,270.54706,0.0014350711,0.0036633066,1
B22-123\01063_Aug2.png,0.2525143,207.95891,3249.0,284.1127,0.001665122,0.0044776234,1
B22-123\01063_Aug3.png,0.2534809,196.76958,2809.0,302.6494,0.0013692924,0.0028500487,1
B22-123\01063_Aug4.png,0.24860144,211.80023,3364.0,281.6359,0.0017506003,0.004718541,1
B22-123\01063_Aug5.png,0.25952214,174.01079,2209.0,269.989,0.0011949848,0.0026261066,1
B22-123\01063_Aug6.png,0.24949104,211.14937,3481.0,278.6501,0.0017803803,0.0044888733,1
B22-123\01063_Aug7.png,0.24725586,198.98055,2809.0,310.7553,0.0013410968,0.0022286098,1
B22-123\01063_Aug8.png,0.26783067,231.41771,3844.0,320.35034,0.0018220083,0.0044445735,1
B22-124\00011.png,0.11333299,50.846233,729.0,69.57817,0.0005623625,0.00046140768,-1
B22-124\00759.png,0.29279566,226.47255,3025.0,354.5298,0.0017147702,0.00029496764,-1
B22-124\00762.png,0.10723752,62.281887,900.0,99.008545,0.00041283463,0.00014303862,-1
B22-124\00902.png,0.15849644,132.28427,2025.0,152.47197,0.0015032989,0.0014914058,1
B22-124\00902_Aug1.png,0.16507578,114.84268,1681.0,132.90749,0.0012952049,0.0014963467,1
B22-124\00902_Aug2.png,0.17163497,127.2754,2025.0,150.19794,0.0014187612,0.0014871628,1
B22-124\00902_Aug3.png,0.16684324,124.41898,1849.0,146.97623,0.0013756483,0.0014152528,1
B22-124\00902_Aug4.png,0.20394641,156.76614,2500.0,192.30737,0.0016523307,0.0016696232,1
B22-124\00902_Aug5.png,0.16701597,134.8114,2304.0,160.49593,0.0014854771,0.0013664472,1
B22-124\00902_Aug6.png,0.20508415,176.88177,2704.0,207.73279,0.0019895164,0.001651642,1
B22-124\00902_Aug7.png,0.17375952,124.869316,2025.0,148.11179,0.0013706172,0.0012179007,1
B22-124\00902_Aug8.png,0.22236723,193.44469,2809.0,235.1706,0.0020804824,0.001695635,1
B22-124\01143.png,0.1418348,83.08787,1444.0,134.6286,0.00053053134,0.00031740445,-1
B22-124\01419.png,0.39495224,244.89742,2809.0,410.10733,0.0014932535,0.00030467514,-1
B22-125\03028.png,0.5454165,178.31604,1600.0,264.34213,0.0017200795,0.0011758457,-1
B22-125\03857.png,0.62333655,260.45187,2304.0,372.39194,0.0024971021,0.0013281126,-1
B22-126\00664.png,0.5291028,255.13307,2809.0,267.47568,0.0028119758,0.0049120625,1
B22-126\00664_Aug1.png,0.53160644,258.696,2916.0,270.4524,0.0028686104,0.005117588,1
B22-126\00664_Aug2.png,0.5365349,266.57053,3025.0,275.05365,0.0030463717,0.0051141484,1
B22-126\00664_Aug3.png,0.5367677,284.79614,3721.0,296.22275,0.003127575,0.0054136952,1
B22-126\00664_Aug4.png,0.53867304,276.4482,3364.0,283.71954,0.0030977393,0.0053165895,1
B22-126\00664_Aug5.png,0.5398654,274.91122,3844.0,270.37274,0.0032374742,0.0055129407,1
B22-126\00664_Aug6.png,0.5510967,293.15598,3969.0,296.1914,0.0033350238,0.0054953163,1
B22-126\00664_Aug7.png,0.54682934,290.30188,4225.0,286.8815,0.0033996722,0.005639282,1
B22-126\00664_Aug8.png,0.55729103,298.5317,3969.0,306.6918,0.0033973744,0.0056110993,1
B22-126\00667.png,0.570274,274.8015,2704.0,312.41614,0.002619316,0.0049454356,1
B22-126\00667_Aug1.png,0.55994904,276.2779,2809.0,303.93256,0.002745131,0.00493404,1
B22-126\00667_Aug2.png,0.59957063,323.04565,3249.0,368.5843,0.003219344,0.005027732,1
B22-126\00667_Aug3.png,0.5656043,286.59952,2704.0,327.65256,0.002741925,0.0049560675,1
B22-126\00667_Aug4.png,0.58524406,320.8423,3364.0,366.2206,0.0030862973,0.00508191,1
B22-126\00667_Aug5.png,0.5668287,290.99765,2809.0,340.29935,0.0027799038,0.0049387217,1
B22-126\00667_Aug6.png,0.5967641,333.61832,3364.0,398.8719,0.0030795832,0.0048933593,1
B22-126\00667_Aug7.png,0.5580591,287.71136,2809.0,337.14868,0.002753238,0.0049552456,1
B22-126\00667_Aug8.png,0.5751103,278.17075,2704.0,325.50253,0.0027136344,0.0039245663,1
B22-126\01144.png,0.27177876,205.84613,3136.0,175.77408,0.0022857422,0.00634583,1
B22-126\01144_Aug1.png,0.30867988,230.1247,3961.1875,217.04535,0.0023760255,0.0064319903,1
B22-126\01144_Aug2.png,0.29465342,222.06282,3364.0,190.63933,0.0024190205,0.006057814,1
B22-126\01144_Aug3.png,0.33600122,235.46205,3600.0,207.33723,0.0025697004,0.0065014292,1
B22-126\01144_Aug4.png,0.29703832,197.53143,2500.0,194.59215,0.0019740402,0.0051937685,1
B22-126\01144_Aug5.png,0.36368728,252.24489,3721.0,237.35971,0.0026569322,0.0066175023,1
B22-126\01144_Aug6.png,0.30329418,160.15431,2025.0,199.81613,0.0013246962,0.0033572314,1
B22-126\01144_Aug7.png,0.35962135,248.45729,3481.0,226.67451,0.0026596517,0.0068031573,1
B22-126\01144_Aug8.png,0.30454844,125.61713,1444.0,170.14012,0.0010580339,0.0017129302,1
B22-126\01176.png,0.25464386,136.85185,1521.0,189.58685,0.0013204296,0.00087985833,1
B22-126\01176_Aug1.png,0.267968,134.17902,1369.0,187.95108,0.0012832189,0.00092086697,1
B22-126\01176_Aug2.png,0.22888559,121.6825,1444.0,169.10233,0.0011780558,0.00087136717,1
B22-126\01176_Aug3.png,0.31356925,170.50665,1936.0,243.71037,0.0015496222,0.0009507702,1
B22-126\01176_Aug4.png,0.22303933,116.93231,1444.0,159.43362,0.0011607644,0.000831997,1
B22-126\01176_Aug5.png,0.33110172,166.95898,1681.0,231.79613,0.0016076011,0.0009715235,1
B22-126\01176_Aug6.png,0.21422529,122.135124,1600.0,171.02115,0.0011562988,0.00089329516,1
B22-126\01176_Aug7.png,0.35405856,179.08563,2025.0,259.23438,0.0016405329,0.0010540757,1
B22-126\01176_Aug8.png,0.19546682,104.521935,1521.0,144.99098,0.0010274395,0.00088906044,1
B22-126\01239.png,0.32173115,177.95764,2304.0,186.63693,0.0021745125,0.0022908975,1
B22-126\01239_Aug1.png,0.3220461,176.32703,2116.0,184.62221,0.0021310854,0.0023873113,1
B22-126\01239_Aug2.png,0.32424718,170.76558,2025.0,185.02525,0.0020486892,0.0022022242,1
B22-126\01239_Aug3.png,0.32762104,184.49855,2304.0,194.45474,0.0022408522,0.0024495702,1
B22-126\01239_Aug4.png,0.33916634,178.67976,2116.0,204.68515,0.0020936131,0.0022705337,1
B22-126\01239_Aug5.png,0.33005434,184.5791,2401.0,190.26726,0.0022711437,0.0024528257,1
B22-126\01239_Aug6.png,0.3370952,173.42741,2116.0,201.49431,0.0020192766,0.0018943001,1
B22-126\01239_Aug7.png,0.33783358,179.65497,2304.0,181.07411,0.0022650636,0.0024934625,1
B22-126\01239_Aug8.png,0.358994,187.77565,2116.0,214.86829,0.0022085686,0.0018317754,1
B22-126\01387.png,0.658373,751.85504,12321.0,526.976,0.008493584,0.03217256,1
B22-126\01387_Aug1.png,0.6414808,707.05566,11449.0,521.5528,0.0080291815,0.030606441,1
B22-126\01387_Aug2.png,0.63309324,690.4077,11664.0,466.26422,0.0080109155,0.030639566,1
B22-126\01387_Aug3.png,0.6287552,668.15674,11449.0,472.14038,0.007616735,0.029179748,1
B22-126\01387_Aug4.png,0.6300322,677.9069,11664.0,455.84177,0.0081394315,0.030002886,1
B22-126\01387_Aug5.png,0.6192634,633.2342,11449.0,439.31848,0.0071910936,0.027785858,1
B22-126\01387_Aug6.png,0.6313578,663.60675,11236.0,468.69366,0.007820311,0.02952028,1
B22-126\01387_Aug7.png,0.6043321,599.2166,11236.0,419.67975,0.0069167754,0.026379257,1
B22-126\01387_Aug8.png,0.6351099,638.6894,11025.0,442.5895,0.00753917,0.028424982,1
B22-126\01483.png,0.5574993,216.56958,2025.0,236.83435,0.0026330377,0.004041117,1
B22-126\01483_Aug1.png,0.5658573,227.77808,2116.0,232.78777,0.003071952,0.0041664857,1
B22-126\01483_Aug2.png,0.55144703,211.80566,1936.0,239.2427,0.002539437,0.0034886322,1
B22-126\01483_Aug3.png,0.5655792,217.5105,2116.0,238.74031,0.0026832037,0.004445363,1
B22-126\01483_Aug4.png,0.54541266,196.07603,1849.0,234.79404,0.0022660785,0.0031405052,1
B22-126\01483_Aug5.png,0.5671761,233.41002,2401.0,267.70395,0.0027914287,0.004552239,1
B22-126\01483_Aug6.png,0.53926253,190.98657,1681.0,229.74559,0.0022417246,0.0028452459,1
B22-126\01483_Aug7.png,0.56719065,226.3687,2304.0,254.64053,0.0027825693,0.004715516,1
B22-126\01483_Aug8.png,0.53612375,169.65814,1444.0,198.90936,0.0020692563,0.002621512,1
B22-126\01535.png,0.5292592,467.52353,8464.0,333.3969,0.0051141465,0.02693848,1
B22-126\01535_Aug1.png,0.5482143,535.1468,9801.0,335.56042,0.00567529,0.032078683,1
B22-126\01535_Aug2.png,0.51185846,435.53198,8281.0,296.03333,0.0048228474,0.02336865,1
B22-126\01535_Aug3.png,0.55626404,532.56085,9801.0,331.43292,0.005689632,0.03202706,1
B22-126\01535_Aug4.png,0.48913258,424.2933,8100.0,314.10822,0.004428167,0.021013534,1
B22-126\01535_Aug5.png,0.5590147,540.48785,10404.0,329.7012,0.00583903,0.031080587,1
B22-126\01535_Aug6.png,0.49047297,435.93848,8649.0,304.90308,0.004423192,0.020277955,1
B22-126\01535_Aug7.png,0.5622256,513.9163,9604.0,302.5451,0.005860484,0.029765416,1
B22-126\01535_Aug8.png,0.47039384,423.12418,8100.0,325.23273,0.0041300207,0.020627765,1
B22-126\01537.png,0.5537063,297.09344,4225.0,286.63287,0.0026814307,0.014045062,1
B22-126\01537_Aug1.png,0.57172203,314.4812,4761.0,283.9088,0.0031050574,0.016042339,1
B22-126\01537_Aug2.png,0.55556214,339.3519,5041.0,317.64514,0.0031314823,0.0145686865,1
B22-126\01537_Aug3.png,0.5841118,361.10974,6241.0,278.49854,0.0035760626,0.01785346,1
B22-126\01537_Aug4.png,0.5415766,330.14264,4761.0,338.36942,0.0028264914,0.013946486,1
B22-126\01537_Aug5.png,0.59633565,369.3695,6241.0,287.6292,0.0039108144,0.019252615,1
B22-126\01537_Aug6.png,0.5117247,296.15182,3969.0,309.14185,0.0026491624,0.01029586,1
B22-126\01537_Aug7.png,0.60749483,399.0247,6889.0,284.3921,0.0042038085,0.020179007,1
B22-126\01537_Aug8.png,0.4832278,231.0636,2601.0,264.20325,0.0020855456,0.007176419,1
B22-126\01562.png,0.54872894,269.98434,2209.0,299.84515,0.0031425743,0.0023915225,1
B22-126\01562_Aug2.png,0.55178607,254.9812,2025.0,294.3991,0.002909547,0.0022056005,1
B22-126\01562_Aug4.png,0.56596637,259.05844,2116.0,309.52686,0.0028792266,0.0020131008,1
B22-126\01562_Aug6.png,0.5681232,236.46187,1849.0,284.06143,0.0026528751,0.0018800076,1
B22-126\01562_Aug8.png,0.5781872,238.20714,1849.0,292.84882,0.0026555834,0.0017656779,1
