filename,emr_dissim,mse_rgb,max_p99,mse_red,mse_hsv_V,mse_hsv_H,Presence
B22-102\03685_Aug4.png,0.15675527,195.77905,4356.0,97.68706,0.0037330491,0.008556855,1
B22-102\03685_Aug5.png,0.2669838,327.9833,4624.0,193.02405,0.0057497406,0.017183464,1
B22-102\03685_Aug6.png,0.1387586,182.36559,4096.0,95.65227,0.003319024,0.00771545,1
B22-102\03685_Aug7.png,0.30985457,325.04254,4624.0,198.79851,0.0052833734,0.018483555,1
B22-102\03685_Aug8.png,0.12672234,180.76793,4096.0,86.299286,0.0033735775,0.0075103287,1
B22-102\03798.png,0.49186134,215.57458,2116.0,312.64746,0.0020542974,0.0009469234,-1
B22-102\03838.png,0.24187702,89.26483,1089.0,136.95099,0.000706092,0.0005458637,-1
B22-103\02201.png,0.17407185,111.82135,1764.0,174.7548,0.0008558989,0.00043048157,1
B22-103\02201_Aug1.png,0.18038708,116.294685,1600.0,183.90677,0.00087492424,0.0003984013,1
B22-103\02201_Aug2.png,0.16482782,105.01585,1600.0,158.4077,0.00085982593,0.00048284596,1
B22-103\02201_Aug3.png,0.1705764,99.822,1369.0,164.92151,0.00068328204,0.00031024398,1
B22-103\02201_Aug4.png,0.15453988,100.503235,1521.0,148.79466,0.0008489884,0.00047972903,1
B22-103\02201_Aug5.png,0.17995769,98.73584,1444.0,161.75362,0.0007080462,0.00029044668,1
B22-103\02201_Aug6.png,0.16001844,108.30949,1681.0,159.56728,0.00092174544,0.00047378129,1
B22-103\02201_Aug7.png,0.17744702,100.477875,1296.0,159.45844,0.00078227394,0.00027660007,1
B22-103\02201_Aug8.png,0.15693694,100.04893,1444.0,148.68765,0.0008466408,0.00050810486,1
B22-103\02245.png,0.24361736,175.28577,2704.0,193.47578,0.0018967104,0.005270265,1
B22-103\02245_Aug1.png,0.23670244,173.66113,2704.0,201.09758,0.0018258251,0.005445221,1
B22-103\02245_Aug2.png,0.24521679,186.54796,2704.0,204.11366,0.0020844033,0.005392812,1
B22-103\02245_Aug3.png,0.23934406,173.47583,2704.0,176.735,0.0020620483,0.005438195,1
B22-103\02245_Aug4.png,0.24372649,185.89857,2809.0,208.47748,0.0019975728,0.0054388265,1
B22-103\02245_Aug5.png,0.23512316,172.91112,2500.0,185.43251,0.001981335,0.0056683305,1
B22-103\02245_Aug6.png,0.23975676,174.4738,2809.0,172.4112,0.0020988183,0.0055906894,1
B22-103\02245_Aug7.png,0.21994334,168.76599,2704.0,157.316,0.0021196783,0.006008545,1
B22-103\02245_Aug8.png,0.22443247,174.22813,2500.0,189.12903,0.0019509087,0.00551217,1
B22-103\02790.png,0.23026896,115.42509,1296.0,180.21313,0.00095467654,0.0003777116,-1
B22-104\00398.png,0.104178846,58.487686,961.0,98.92798,0.00033269462,0.00017061402,-1
B22-104\00438.png,0.14368421,69.30099,1024.0,118.30879,0.00045349562,0.00028495927,-1
B22-104\00553.png,0.27971345,185.72627,2209.0,329.38138,0.0009961997,0.00041063613,-1
B22-104\00555.png,0.3143649,130.5413,1225.0,226.41356,0.0008167339,0.00036456645,-1
B22-104\00557.png,0.24035972,135.23715,1681.0,235.65321,0.0008031982,0.0003428801,-1
B22-114\00012.png,0.18590277,102.83246,1225.0,125.23575,0.0012956619,0.0014025163,-1
B22-114\00054.png,0.42075735,201.99373,1849.0,231.7949,0.002451301,0.0041123778,1
B22-114\00054_Aug1.png,0.44967258,254.47107,2401.0,305.22717,0.0029197303,0.0045374264,1
B22-114\00054_Aug2.png,0.40638095,205.35486,2025.0,235.78654,0.0024881756,0.0038548606,1
B22-114\00054_Aug3.png,0.46128404,257.43088,2304.0,304.69452,0.0029589129,0.004920868,1
B22-114\00054_Aug4.png,0.38451582,195.84724,1849.0,235.22495,0.0022867108,0.0032356847,1
B22-114\00054_Aug5.png,0.4673736,234.45653,2116.0,266.82117,0.002844601,0.0053628865,1
B22-114\00054_Aug6.png,0.35262185,167.76474,1681.0,195.92508,0.0020530424,0.0030231639,1
B22-114\00054_Aug7.png,0.4723611,269.84677,2704.0,301.17926,0.0033452357,0.0052561946,1
B22-114\00054_Aug8.png,0.32911247,174.57793,1764.0,211.37201,0.0020297475,0.0029092925,1
B22-114\00080.png,0.47994137,423.1538,9604.0,284.89172,0.0048689884,0.022492288,1
B22-114\00080_Aug1.png,0.49814588,454.0089,10000.0,308.3255,0.0051838025,0.025078502,1
B22-114\00080_Aug2.png,0.4585976,357.1896,7921.0,255.61534,0.004134174,0.018559,1
B22-114\00080_Aug3.png,0.50780094,510.24466,10816.0,340.41675,0.005789931,0.028865363,1
B22-114\00080_Aug4.png,0.43263286,316.6326,5776.0,264.2881,0.0035497698,0.0153811425,1
B22-114\00080_Aug5.png,0.51551735,528.99866,11222.8125,334.5656,0.005978937,0.033038307,1
B22-114\00080_Aug6.png,0.40802878,306.4993,5776.0,259.25415,0.0034728223,0.013209428,1
B22-114\00080_Aug7.png,0.528036,581.3746,11881.0,362.22418,0.006556264,0.037609838,1
B22-114\00080_Aug8.png,0.38601285,275.8574,4624.0,247.0533,0.0030570873,0.011600964,1
B22-114\00112.png,0.28598124,444.89432,11449.0,274.38086,0.0055697802,0.018933099,1
B22-114\00112_Aug1.png,0.34008378,523.762,12769.0,336.9781,0.0066729537,0.020025905,1
B22-114\00112_Aug2.png,0.3071797,473.12552,11449.0,321.32623,0.0058106147,0.019538265,1
B22-114\00112_Aug3.png,0.36164767,575.9099,12996.0,388.674,0.0075274105,0.021389555,1
B22-114\00112_Aug4.png,0.32823223,513.24164,12321.0,350.76862,0.0069281394,0.018987257,1
B22-114\00112_Aug5.png,0.39970738,618.5556,12996.0,420.94943,0.0080321245,0.021787016,1
B22-114\00112_Aug6.png,0.3327803,492.44412,12321.0,321.60672,0.0067368518,0.018326307,1
B22-114\00112_Aug7.png,0.42616326,599.483,12769.0,418.18164,0.007856233,0.020875826,1
B22-114\00112_Aug8.png,0.34197026,508.92252,11881.0,349.4311,0.00695691,0.01788112,1
B22-114\00158.png,0.601987,325.27136,2401.0,408.0894,0.0039966893,0.005419659,-1
B22-114\00238.png,0.68003404,586.10956,9604.0,526.0812,0.007986113,0.016113484,1
B22-114\00238_Aug1.png,0.6924901,671.2587,9604.0,635.71375,0.008600533,0.018254586,1
B22-114\00238_Aug2.png,0.6913712,607.1519,9025.0,596.9455,0.0077203573,0.015478862,1
B22-114\00238_Aug3.png,0.7015586,662.72015,9801.0,609.46686,0.008700788,0.01942328,1
B22-114\00238_Aug4.png,0.69463176,580.8702,7744.0,602.224,0.0072013424,0.013502992,1
B22-114\00238_Aug5.png,0.6960372,647.4902,10000.0,586.00433,0.008583901,0.019170783,1
B22-114\00238_Aug6.png,0.7014065,556.8557,6400.0,595.74084,0.0067739603,0.012118459,1
B22-114\00238_Aug7.png,0.6970062,647.2227,10404.0,580.10657,0.008756112,0.017628785,1
B22-114\00238_Aug8.png,0.70484734,557.1311,6724.0,579.1571,0.00700966,0.010682542,1
B22-115\00122.png,0.21923965,163.39064,2304.0,211.3671,0.0018946278,0.0025724277,-1
B22-115\00234.png,0.5393287,266.91086,2116.0,314.98917,0.0033252866,0.0032793311,-1
B22-116\00217.png,0.19111013,107.35673,1089.0,176.22966,0.0007696716,0.001228238,-1
B22-116\00252.png,0.24989933,118.70478,1521.0,177.76027,0.00083120697,0.0035249793,1
B22-116\00252_Aug1.png,0.25265628,126.429596,1369.0,189.96118,0.0009003919,0.0039903335,1
B22-116\00252_Aug2.png,0.24163741,108.29255,1369.0,161.80939,0.0007664194,0.0036031047,1
B22-116\00252_Aug3.png,0.24628854,126.091736,1764.0,192.495,0.0008700604,0.0033129647,1
B22-116\00252_Aug4.png,0.24128062,103.23132,1296.0,151.63695,0.00075573125,0.0036488061,1
B22-116\00252_Aug5.png,0.25293642,126.30964,1521.0,193.84697,0.0008764549,0.0033898081,1
B22-116\00252_Aug6.png,0.23937368,92.61987,1089.0,126.36615,0.00075069244,0.003408924,1
B22-116\00252_Aug7.png,0.24625683,130.71576,1764.0,206.76532,0.00081559643,0.0034392185,1
B22-116\00252_Aug8.png,0.2454167,116.56252,1444.0,172.63094,0.0008172337,0.0043248176,1
B22-116\00256.png,0.28100175,139.32745,1764.0,197.99599,0.0011176374,0.0036516003,1
B22-116\00256_Aug1.png,0.27688247,116.55493,1296.0,172.26785,0.000961895,0.002678992,1
B22-116\00256_Aug2.png,0.28646773,141.41307,1681.0,204.03838,0.0011207215,0.0037430273,1
B22-116\00256_Aug3.png,0.2742117,115.264,1225.0,171.713,0.0009363632,0.0023715226,1
B22-116\00256_Aug4.png,0.2964576,140.96132,1681.0,201.29099,0.0011212174,0.0037527103,1
B22-116\00256_Aug5.png,0.2752664,120.53402,1369.0,180.6695,0.00097286457,0.0022405642,1
B22-116\00256_Aug6.png,0.30227423,163.59883,2025.0,240.29346,0.0012778188,0.0036942088,1
B22-116\00256_Aug7.png,0.28176117,125.40659,1296.0,188.83356,0.0009951561,0.0023520938,1
B22-116\00256_Aug8.png,0.3232873,176.04802,2116.0,259.9652,0.0013466441,0.003595369,1
B22-116\00437.png,0.32662088,193.02917,2209.0,294.51727,0.0012498023,0.003652514,1
B22-116\00437_Aug1.png,0.31818897,193.22107,2025.0,336.4065,0.0010512532,0.0019284649,1
B22-116\00437_Aug2.png,0.31971383,196.14873,2209.0,299.54132,0.0012346078,0.0044289,1
B22-116\00437_Aug4.png,0.31891227,194.6095,2116.0,299.27087,0.0012365081,0.0046868133,1
B22-116\00437_Aug6.png,0.31548208,195.53632,2304.0,284.4725,0.0012997491,0.0048429654,1
B22-116\00437_Aug8.png,0.31110334,194.57784,2304.0,282.60748,0.0012768703,0.0052644718,1
B22-116\00493.png,0.37770838,173.59541,1600.0,287.29633,0.0011580534,0.0015886895,-1
B22-117\00952.png,0.24098152,95.00143,1089.0,121.69852,0.001094077,0.0020072334,-1
B22-117\01180.png,0.23409265,107.95382,900.0,145.39284,0.0011234732,0.0020203372,-1
B22-117\01202.png,0.17054325,74.24137,729.0,98.38048,0.00078411744,0.0009882925,-1
B22-118\00106.png,0.022430956,37.209682,81.0,37.750137,0.00054585864,0.0008688456,-1
B22-118\00134.png,0.04191351,26.615168,169.0,29.405594,0.00032954497,0.001454216,-1
B22-118\00232.png,0.018587053,26.082565,64.0,27.86148,0.00035753316,0.00090001733,-1
B22-118\00254.png,0.1652109,57.995235,729.0,70.701126,0.00068154203,0.0018605157,-1
B22-118\00313.png,0.18080467,73.621,784.0,112.52052,0.00057811645,0.002206717,-1
B22-118\00323.png,0.12652117,65.30217,841.0,95.43982,0.0005669016,0.0016405061,-1
B22-118\00405.png,0.13481784,59.602634,784.0,87.64229,0.00046960532,0.0021993094,-1
B22-118\00587.png,0.3094893,134.89479,1600.0,197.83629,0.0012162025,0.0025150203,-1
B22-118\00613.png,0.35347813,129.02917,1444.0,181.21922,0.001195695,0.003655413,-1
B22-118\00631.png,0.13782793,76.08556,841.0,114.60297,0.00058394164,0.0015722323,-1
B22-118\00650.png,0.33949167,146.50246,1521.0,212.97034,0.0013554611,0.0023204675,-1
B22-118\00724.png,0.53126276,246.01851,2209.0,336.9615,0.0026869755,0.004735971,-1
B22-118\00791.png,0.3811584,205.59233,2401.0,326.3451,0.0016617479,0.0046963384,-1
B22-118\00890.png,0.3485191,143.71263,1444.0,196.80429,0.0015533579,0.0031142617,-1
B22-118\03550.png,0.36303812,143.00768,1444.0,197.57738,0.0014850905,0.0029950803,-1
B22-119\00975.png,0.4893765,239.8637,2025.0,331.97656,0.002514027,0.0038562333,-1
B22-119\01137.png,0.20430154,98.98926,1089.0,137.096,0.0009779282,0.002388362,-1
B22-122\00366.png,0.23916048,136.59186,1600.0,227.79602,0.0007508525,0.0008647935,-1
B22-122\00368.png,0.23528391,137.81056,1600.0,232.73248,0.0007204058,0.00077106775,-1
B22-123\00047.png,0.23932749,153.03215,2500.0,230.0105,0.0012519169,0.0031329896,-1
B22-123\00308.png,0.15774369,90.69879,1296.0,142.20271,0.00061517453,0.0015181338,-1
B22-123\00687.png,0.36038733,273.23138,4761.0,252.71246,0.0025794916,0.019605111,1
B22-123\00687_Aug1.png,0.37018389,266.82965,4489.0,244.21716,0.0025465812,0.02136351,1
B22-123\00687_Aug2.png,0.3620698,281.54117,5041.0,262.18286,0.0027634255,0.017971467,1
B22-123\00687_Aug3.png,0.37736434,313.44385,5625.0,269.88446,0.0030551604,0.023968041,1
B22-123\00687_Aug4.png,0.36899757,300.6632,5329.0,286.33966,0.0030037113,0.018200379,1
B22-123\00687_Aug5.png,0.39290786,332.66104,6561.0,272.80804,0.0032940814,0.026692687,1
B22-123\00687_Aug6.png,0.36719614,296.417,5476.0,273.0164,0.0029835433,0.017077254,1
B22-123\00687_Aug7.png,0.39541143,359.62378,6889.0,292.6936,0.0035649387,0.028301187,1
B22-123\00687_Aug8.png,0.35335183,274.8921,5041.0,272.3233,0.0026250435,0.015025932,1
B22-123\00696.png,0.36679345,450.4647,8464.0,314.45764,0.004788643,0.039868657,1
B22-123\00696_Aug1.png,0.4036188,470.46335,8100.0,344.3601,0.0048896247,0.046454616,1
B22-123\00696_Aug2.png,0.39482635,490.0004,8464.0,330.97925,0.005060054,0.046240285,1
B22-123\00696_Aug3.png,0.4169714,527.58295,8836.0,360.86536,0.005535227,0.050759833,1
B22-123\00696_Aug4.png,0.41892868,506.4003,8281.0,348.02786,0.0053286003,0.05126943,1
B22-123\00696_Aug5.png,0.4520108,581.5522,9216.0,390.2499,0.006177955,0.05698472,1
B22-123\00696_Aug6.png,0.44582182,614.91547,9801.0,403.2635,0.0064635426,0.05786081,1
B22-123\00696_Aug7.png,0.4585395,631.30865,9604.0,428.3319,0.00665571,0.061282475,1
B22-123\00696_Aug8.png,0.46087098,632.38043,9604.0,419.8062,0.0066230088,0.062666245,1
B22-123\00839.png,0.10044074,71.109314,1225.0,116.53789,0.0004516777,0.0013244654,-1
B22-123\00993.png,0.14974707,74.73885,1089.0,112.47363,0.0005899839,0.001385231,-1
B22-123\00994.png,0.16332835,77.4988,1089.0,109.44911,0.00068413484,0.0017090786,-1
B22-123\01063.png,0.24259108,190.25508,2809.0,256.43774,0.0015597974,0.0042746086,1
B22-123\01063_Aug1.png,0.22845364,175.79109,2601.0,257.67972,0.0012838924,0.003686064,1
B22-123\01063_Aug2.png,0.24498558,205.22566,3025.0,281.28558,0.0016446041,0.0050421236,1
B22-123\01063_Aug3.png,0.22169179,185.07802,2809.0,279.95563,0.0013224855,0.0027484302,1
B22-123\01063_Aug4.png,0.25220722,223.32951,3481.0,295.4321,0.001872655,0.0048850337,1
B22-123\01063_Aug5.png,0.23503238,178.42932,2500.0,275.77164,0.001189867,0.0025287408,1
B22-123\01063_Aug6.png,0.24755603,201.53424,3136.0,279.44077,0.0016104996,0.0045315456,1
B22-123\01063_Aug7.png,0.223203,193.25969,2704.0,303.91574,0.0012819357,0.0022933325,1
B22-123\01063_Aug8.png,0.24833876,230.40446,3969.0,318.2547,0.0018300457,0.0045427443,1
B22-124\00011.png,0.11450577,64.985916,1225.0,91.55664,0.00067228184,0.0004994691,-1
B22-124\00759.png,0.22798425,183.38977,2401.0,302.94846,0.0011672135,0.0002338914,-1
B22-124\00762.png,0.10358471,71.07807,1156.0,117.41878,0.00038983696,0.0001409096,-1
B22-124\00902.png,0.15445453,142.50475,2209.0,179.3443,0.0014332352,0.0015173181,1
B22-124\00902_Aug1.png,0.16035599,125.89803,1849.0,149.34467,0.001374002,0.0014945104,1
B22-124\00902_Aug2.png,0.1672501,131.20226,2209.0,156.06189,0.0014212982,0.0014809587,1
B22-124\00902_Aug3.png,0.15476084,109.245964,1681.0,121.29524,0.0012825574,0.0014188788,1
B22-124\00902_Aug4.png,0.18164778,155.45836,2209.0,182.62604,0.0017354706,0.0016386544,1
B22-124\00902_Aug5.png,0.15659422,130.13156,1936.0,153.22078,0.0014448176,0.0013733873,1
B22-124\00902_Aug6.png,0.17953604,165.92755,2601.0,199.57486,0.0017608486,0.0016597477,1
B22-124\00902_Aug7.png,0.15954465,140.8137,2304.0,179.38441,0.0014090317,0.0012423752,1
B22-124\00902_Aug8.png,0.19529182,164.3075,2401.0,199.80858,0.0017610602,0.0017138417,1
B22-124\01143.png,0.12803769,78.07822,1156.0,130.04807,0.00044929993,0.00034276204,-1
B22-124\01419.png,0.28971595,182.28276,2116.0,318.9917,0.000920308,0.00020400374,-1
B22-125\03028.png,0.54079175,221.529,1936.0,334.42804,0.0020046716,0.0011690834,-1
B22-125\03857.png,0.5877539,236.04138,2025.0,326.80322,0.0024476817,0.0012514014,-1
B22-126\00664.png,0.5213475,253.09009,2704.0,270.8391,0.002763843,0.0048584975,1
B22-126\00664_Aug1.png,0.52377164,275.2313,3136.0,293.78314,0.003029928,0.005099725,1
B22-126\00664_Aug2.png,0.5227339,266.08594,2916.0,279.01,0.002974065,0.005106034,1
B22-126\00664_Aug3.png,0.5261202,283.49396,3969.0,281.40057,0.0032498299,0.0053832643,1
B22-126\00664_Aug4.png,0.5286629,281.11227,3364.0,297.06793,0.0030703386,0.005289865,1
B22-126\00664_Aug5.png,0.5337795,284.11633,3844.0,277.9494,0.003305306,0.0055195782,1
B22-126\00664_Aug6.png,0.5379313,290.4543,3721.0,312.4557,0.0031459406,0.005478197,1
B22-126\00664_Aug7.png,0.53571165,296.5493,3969.0,294.4802,0.0034634916,0.0055722385,1
B22-126\00664_Aug8.png,0.54213,288.38147,3721.0,295.93768,0.0032215393,0.005608439,1
B22-126\00667.png,0.5430517,285.67172,2809.0,323.6136,0.0028401068,0.004931248,1
B22-126\00667_Aug1.png,0.54091907,282.60013,2916.0,335.085,0.0026245709,0.004929162,1
B22-126\00667_Aug2.png,0.5479553,265.27676,2916.0,316.65097,0.0025069513,0.004944252,1
B22-126\00667_Aug3.png,0.5474142,277.9022,2704.0,323.14062,0.0026070867,0.004937897,1
B22-126\00667_Aug4.png,0.5505693,295.1913,3025.0,354.66217,0.0026287432,0.00501838,1
B22-126\00667_Aug5.png,0.5443146,295.67886,3025.0,341.3822,0.0028384286,0.004949942,1
B22-126\00667_Aug6.png,0.54796684,306.27432,3249.0,353.4671,0.0029299848,0.00484939,1
B22-126\00667_Aug7.png,0.53503585,278.18906,2809.0,321.74628,0.002689029,0.004925708,1
B22-126\00667_Aug8.png,0.54124594,284.03568,2601.0,359.9253,0.0025530728,0.0038831648,1
B22-126\01144.png,0.25818872,205.177,2916.0,172.5051,0.0022458578,0.006338116,1
B22-126\01144_Aug1.png,0.2867853,227.75356,3249.0,220.81593,0.0023350236,0.0063381107,1
B22-126\01144_Aug2.png,0.26722574,211.6415,2916.0,194.09949,0.0022124592,0.0060073524,1
B22-126\01144_Aug3.png,0.30687517,216.39252,3025.0,198.99648,0.002284839,0.006419753,1
B22-126\01144_Aug4.png,0.27618575,185.98938,2304.0,190.05112,0.0017611079,0.0050997487,1
B22-126\01144_Aug5.png,0.33224964,249.52588,3481.0,230.74883,0.0026315649,0.0065537617,1
B22-126\01144_Aug6.png,0.2896912,155.90363,1764.0,187.69398,0.0013486687,0.003318116,1
B22-126\01144_Aug7.png,0.33788747,242.59819,3249.0,237.15575,0.0024221935,0.006701912,1
B22-126\01144_Aug8.png,0.29683167,138.94789,1444.0,191.45326,0.001105647,0.0017108559,1
B22-126\01176.png,0.24769777,135.23201,1521.0,186.34857,0.0013450509,0.0008844311,1
B22-126\01176_Aug1.png,0.25132018,133.83733,1444.0,191.60847,0.0012581793,0.0009176078,1
B22-126\01176_Aug2.png,0.22519016,121.35821,1444.0,166.9758,0.0011983352,0.0008396808,1
B22-126\01176_Aug3.png,0.28147227,158.3651,1849.0,222.68446,0.0014929747,0.00094022206,1
B22-126\01176_Aug4.png,0.21371007,121.54767,1521.0,174.03981,0.0011012792,0.0008683747,1
B22-126\01176_Aug5.png,0.29885697,169.20819,1764.0,243.80264,0.0015654236,0.0010159586,1
B22-126\01176_Aug6.png,0.20486003,113.041405,1521.0,154.95384,0.0011110223,0.000870897,1
B22-126\01176_Aug7.png,0.31841987,183.09425,2116.0,274.3747,0.0015539855,0.0010494061,1
B22-126\01176_Aug8.png,0.19783872,120.44,1600.0,166.99266,0.0011871022,0.00090134813,1
B22-126\01239.png,0.31381577,180.59468,2116.0,192.56021,0.0021899908,0.002278631,1
B22-126\01239_Aug1.png,0.32061702,185.53827,2025.0,205.37024,0.0022054398,0.002396151,1
B22-126\01239_Aug2.png,0.31751603,163.82997,1936.0,180.72305,0.0019257119,0.0021797696,1
B22-126\01239_Aug3.png,0.32258278,193.0731,2304.0,207.94437,0.0023294052,0.0024281375,1
B22-126\01239_Aug4.png,0.3258316,185.59517,2401.0,219.05667,0.002088025,0.0021874341,1
B22-126\01239_Aug5.png,0.32633448,177.05261,2116.0,191.56358,0.0021477118,0.0024634344,1
B22-126\01239_Aug6.png,0.3264739,195.29907,2209.0,232.9121,0.002202187,0.0018451774,1
B22-126\01239_Aug7.png,0.3298003,172.45886,2025.0,181.6205,0.0020998833,0.0024807039,1
B22-126\01239_Aug8.png,0.33304638,195.20677,2394.9375,226.22208,0.0022455226,0.0017656186,1
B22-126\01387.png,0.6455823,727.74316,12100.0,502.4898,0.0081058005,0.032157846,1
B22-126\01387_Aug1.png,0.63436866,662.1165,11236.0,453.07233,0.007534066,0.03052773,1
B22-126\01387_Aug2.png,0.630849,676.37714,11664.0,456.85944,0.0076736324,0.030658372,1
B22-126\01387_Aug3.png,0.61520267,657.7419,11449.0,457.19308,0.007340368,0.029200133,1
B22-126\01387_Aug4.png,0.6267377,643.9012,11236.0,421.63464,0.007535976,0.030052956,1
B22-126\01387_Aug5.png,0.6027434,589.6381,10201.0,406.85986,0.0069907336,0.02779612,1
B22-126\01387_Aug6.png,0.62365913,639.0638,11025.0,435.02505,0.0075385943,0.029556725,1
B22-126\01387_Aug7.png,0.5851902,565.9133,10201.0,386.89777,0.006835969,0.026466995,1
B22-126\01387_Aug8.png,0.622483,629.23016,11025.0,417.71954,0.0073504653,0.02826263,1
B22-126\01483.png,0.5524025,257.4202,2209.0,275.99234,0.0033898083,0.003993388,1
B22-126\01483_Aug1.png,0.55723655,243.79436,2116.0,256.8897,0.0033289522,0.0041897167,1
B22-126\01483_Aug2.png,0.54509985,223.65828,2025.0,257.8472,0.0026201142,0.0034118388,1
B22-126\01483_Aug3.png,0.5650346,277.59686,2401.0,295.24152,0.0037296382,0.004252675,1
B22-126\01483_Aug4.png,0.54123855,224.67464,2025.0,260.98563,0.0028086505,0.0030679018,1
B22-126\01483_Aug5.png,0.5601636,238.08234,2209.0,260.8068,0.0029679819,0.0045178803,1
B22-126\01483_Aug6.png,0.52987885,205.07487,1849.0,251.50595,0.0022814902,0.0027279584,1
B22-126\01483_Aug7.png,0.5558586,246.30054,2401.0,263.0057,0.003067569,0.0045378585,1
B22-126\01483_Aug8.png,0.5265167,204.76483,1764.0,238.36597,0.0025305147,0.0024772095,1
B22-126\01535.png,0.5125717,431.27856,7569.0,286.10535,0.0046473164,0.026730932,1
B22-126\01535_Aug1.png,0.52430975,514.71436,9604.0,292.60745,0.005543558,0.03174387,1
B22-126\01535_Aug2.png,0.491302,407.09927,7056.0,276.02185,0.004621703,0.023107357,1
B22-126\01535_Aug3.png,0.5364523,522.9365,9604.0,298.53616,0.005785013,0.03165116,1
B22-126\01535_Aug4.png,0.47066712,428.76492,7921.0,275.88788,0.004957919,0.020741368,1
B22-126\01535_Aug5.png,0.537923,489.48438,8649.0,315.81842,0.0054698,0.030954298,1
B22-126\01535_Aug6.png,0.46016616,401.2954,7225.0,275.47235,0.004103243,0.02005395,1
B22-126\01535_Aug7.png,0.54217553,485.94763,8649.0,295.25043,0.005349579,0.02943578,1
B22-126\01535_Aug8.png,0.42420554,380.66,6561.0,280.50455,0.004062618,0.020451108,1
B22-126\01537.png,0.53293145,313.53708,4624.0,286.95618,0.0030844307,0.013981197,1
B22-126\01537_Aug1.png,0.55872,328.5765,5041.0,288.2599,0.0031252166,0.016007034,1
B22-126\01537_Aug2.png,0.5210366,305.08252,4356.0,275.72125,0.003080134,0.014441697,1
B22-126\01537_Aug3.png,0.57717896,362.81287,6084.0,302.48303,0.003429218,0.017788634,1
B22-126\01537_Aug4.png,0.49259305,325.55566,5041.0,292.87592,0.0030917632,0.013799738,1
B22-126\01537_Aug5.png,0.5967573,372.50244,5929.0,292.91928,0.0038280992,0.019200014,1
B22-126\01537_Aug6.png,0.47355086,282.1678,3969.0,275.77383,0.0026728725,0.010231956,1
B22-126\01537_Aug7.png,0.59323454,398.10876,7056.0,298.40994,0.0039399285,0.020039389,1
B22-126\01537_Aug8.png,0.46281785,236.40959,2704.0,260.04858,0.0021816746,0.0071990686,1
B22-126\01562.png,0.53812313,249.81384,2025.0,282.40445,0.0029319266,0.0024010637,1
B22-126\01562_Aug2.png,0.5455859,231.56392,1849.0,276.72058,0.0025736135,0.0022043074,1
B22-126\01562_Aug4.png,0.5541123,246.6383,2025.0,298.9289,0.0027844068,0.0020477073,1
B22-126\01562_Aug6.png,0.56128097,247.64107,1936.0,314.4687,0.0026927083,0.0019275865,1
B22-126\01562_Aug8.png,0.5628787,227.36522,1764.0,294.1531,0.0024336616,0.0018084713,1
